data,campanha,canal,impressoes,cliques,gasto,conversoes,receita
2026-06-13,Promoção - Frete Grátis,Meta Ads,8441,166,280.15,9,1303.55
2026-06-13,Promoção - Frete Grátis,Google Ads,2406,50,102.12,2,376.16
2026-06-14,Black Friday - Roupas,Meta Ads,6531,158,203.99,5,1610.66
2026-06-14,Black Friday - Roupas,Google Ads,3766,77,263.91,4,561.76
2026-06-14,Institucional - Marca,Meta Ads,8456,85,131.94,1,103.95
2026-06-14,Institucional - Marca,Google Ads,6876,107,343.94,2,338.25
2026-06-14,Remarketing - Carrinho Abandonado,Meta Ads,7740,60,125.95,3,654.44
2026-06-14,Remarketing - Carrinho Abandonado,Google Ads,12894,420,405.26,12,3572.09
2026-06-14,Lançamento - Coleção Verão,Meta Ads,13412,307,1063.11,14,4612.88
2026-06-14,Lançamento - Coleção Verão,Google Ads,9217,217,389.75,9,2536.35
2026-06-14,Promoção - Frete Grátis,Meta Ads,5121,48,55.65,2,616.0
2026-06-14,Promoção - Frete Grátis,Google Ads,7006,146,159.05,6,1342.84
2026-06-15,Black Friday - Roupas,Meta Ads,3586,29,80.94,0,0.0
2026-06-15,Black Friday - Roupas,Google Ads,1796,20,33.68,0,0.0
2026-06-15,Institucional - Marca,Meta Ads,11975,230,404.52,12,2513.85
2026-06-15,Institucional - Marca,Google Ads,6871,145,345.75,9,1768.93
2026-06-15,Remarketing - Carrinho Abandonado,Meta Ads,7238,118,201.91,8,1952.32
2026-06-15,Remarketing - Carrinho Abandonado,Google Ads,12206,191,661.55,10,1440.51
2026-06-15,Lançamento - Coleção Verão,Meta Ads,11401,134,239.39,5,1548.6
2026-06-15,Lançamento - Coleção Verão,Google Ads,4017,54,68.48,3,304.99
2026-06-15,Promoção - Frete Grátis,Meta Ads,8934,49,131.41,3,966.25
2026-06-15,Promoção - Frete Grátis,Google Ads,9159,312,978.7,20,2992.68
2026-06-16,Black Friday - Roupas,Meta Ads,3051,81,244.32,4,897.84
2026-06-16,Black Friday - Roupas,Google Ads,14246,429,580.74,33,8974.59
2026-06-16,Institucional - Marca,Meta Ads,9415,190,276.36,3,734.6
2026-06-16,Institucional - Marca,Google Ads,13107,99,214.48,7,1166.01
2026-06-16,Remarketing - Carrinho Abandonado,Meta Ads,4244,68,137.8,3,684.63
2026-06-16,Remarketing - Carrinho Abandonado,Google Ads,7541,110,328.53,3,792.02
2026-06-16,Lançamento - Coleção Verão,Meta Ads,3332,28,58.17,1,294.46
2026-06-16,Lançamento - Coleção Verão,Google Ads,9810,322,979.74,24,2725.45
2026-06-16,Promoção - Frete Grátis,Meta Ads,9067,314,425.0,11,3631.55
2026-06-16,Promoção - Frete Grátis,Google Ads,3891,86,264.27,1,294.72
2026-06-17,Black Friday - Roupas,Meta Ads,6913,200,605.57,4,574.55
2026-06-17,Black Friday - Roupas,Google Ads,577,11,19.46,0,0.0
2026-06-17,Institucional - Marca,Meta Ads,11035,204,556.35,14,3479.1
2026-06-17,Institucional - Marca,Google Ads,6484,177,381.85,4,1291.54
2026-06-17,Remarketing - Carrinho Abandonado,Meta Ads,13290,278,272.4,7,1585.99
2026-06-17,Remarketing - Carrinho Abandonado,Google Ads,8889,295,735.97,9,1058.43
2026-06-17,Lançamento - Coleção Verão,Meta Ads,6242,147,329.33,10,2929.21
2026-06-17,Lançamento - Coleção Verão,Google Ads,11289,311,842.45,20,2372.89
2026-06-17,Promoção - Frete Grátis,Meta Ads,2743,60,171.52,4,689.45
2026-06-17,Promoção - Frete Grátis,Google Ads,11545,243,442.94,10,2430.69
2026-06-18,Black Friday - Roupas,Meta Ads,14850,429,516.85,11,3025.09
2026-06-18,Black Friday - Roupas,Google Ads,4725,25,60.39,1,273.37
2026-06-18,Institucional - Marca,Meta Ads,2616,77,260.99,2,282.77
2026-06-18,Institucional - Marca,Google Ads,6666,125,419.71,2,476.56
2026-06-18,Remarketing - Carrinho Abandonado,Meta Ads,11697,93,138.69,5,1200.5
2026-06-18,Remarketing - Carrinho Abandonado,Google Ads,7647,167,447.72,12,3251.45
2026-06-18,Lançamento - Coleção Verão,Meta Ads,3677,103,186.53,1,100.88
2026-06-18,Lançamento - Coleção Verão,Google Ads,12225,403,1329.51,16,1769.19
2026-06-18,Promoção - Frete Grátis,Meta Ads,3976,39,50.82,2,339.36
2026-06-18,Promoção - Frete Grátis,Google Ads,4521,92,220.47,3,284.36
2026-06-19,Black Friday - Roupas,Meta Ads,8893,258,209.63,8,1500.04
2026-06-19,Black Friday - Roupas,Google Ads,1036,32,105.34,1,209.83
2026-06-19,Institucional - Marca,Meta Ads,6990,129,181.43,5,590.16
2026-06-19,Institucional - Marca,Google Ads,13451,300,374.07,3,492.29
2026-06-19,Remarketing - Carrinho Abandonado,Meta Ads,4880,109,273.28,1,259.16
2026-06-19,Remarketing - Carrinho Abandonado,Google Ads,1466,50,101.96,2,624.74
2026-06-19,Lançamento - Coleção Verão,Meta Ads,5682,198,426.87,10,981.11
2026-06-19,Lançamento - Coleção Verão,Google Ads,10954,195,577.09,6,1238.54
2026-06-19,Promoção - Frete Grátis,Meta Ads,12068,73,151.44,3,293.22
2026-06-19,Promoção - Frete Grátis,Google Ads,5990,111,245.96,4,752.82
2026-06-20,Black Friday - Roupas,Meta Ads,6297,176,189.74,5,501.93
2026-06-20,Black Friday - Roupas,Google Ads,13587,178,573.71,8,2369.62
2026-06-20,Institucional - Marca,Meta Ads,554,5,13.67,0,0.0
2026-06-20,Institucional - Marca,Google Ads,11498,145,192.78,6,1443.98
2026-06-20,Remarketing - Carrinho Abandonado,Meta Ads,3810,84,268.48,4,1098.48
2026-06-20,Remarketing - Carrinho Abandonado,Google Ads,8470,104,286.01,7,2129.12
2026-06-20,Lançamento - Coleção Verão,Meta Ads,5047,168,198.39,6,1004.86
2026-06-20,Lançamento - Coleção Verão,Google Ads,14789,79,81.44,1,87.16
2026-06-20,Promoção - Frete Grátis,Meta Ads,3952,123,311.92,7,2281.08
2026-06-20,Promoção - Frete Grátis,Google Ads,7352,112,168.05,4,957.52
2026-06-21,Black Friday - Roupas,Meta Ads,4991,149,258.07,9,1601.5
2026-06-21,Black Friday - Roupas,Google Ads,13864,191,641.92,12,1413.97
2026-06-21,Institucional - Marca,Meta Ads,11453,251,868.58,10,1291.69
2026-06-21,Institucional - Marca,Google Ads,12645,71,108.31,3,753.12
2026-06-21,Remarketing - Carrinho Abandonado,Meta Ads,12122,139,353.29,5,578.57
2026-06-21,Remarketing - Carrinho Abandonado,Google Ads,10768,109,167.34,1,326.86
2026-06-21,Lançamento - Coleção Verão,Meta Ads,12616,371,795.74,5,947.08
2026-06-21,Lançamento - Coleção Verão,Google Ads,7641,228,309.47,2,233.92
2026-06-21,Promoção - Frete Grátis,Meta Ads,8492,110,305.46,3,752.81
2026-06-21,Promoção - Frete Grátis,Google Ads,9146,203,621.77,7,2017.02
2026-06-22,Black Friday - Roupas,Meta Ads,4129,26,32.47,1,102.36
2026-06-22,Black Friday - Roupas,Google Ads,12055,339,333.67,23,4554.97
2026-06-22,Institucional - Marca,Meta Ads,7319,194,310.83,9,1876.8
2026-06-22,Institucional - Marca,Google Ads,7266,244,284.14,10,1528.76
2026-06-22,Remarketing - Carrinho Abandonado,Meta Ads,9442,121,291.21,1,214.02
2026-06-22,Remarketing - Carrinho Abandonado,Google Ads,13152,126,312.86,5,864.92
2026-06-22,Lançamento - Coleção Verão,Meta Ads,2843,76,162.47,4,789.61
2026-06-22,Lançamento - Coleção Verão,Google Ads,13850,100,101.0,1,341.28
2026-06-22,Promoção - Frete Grátis,Meta Ads,4697,106,188.11,1,327.67
2026-06-22,Promoção - Frete Grátis,Google Ads,3504,100,266.45,4,413.64
2026-06-23,Black Friday - Roupas,Meta Ads,12355,385,1069.15,25,6446.79
2026-06-23,Black Friday - Roupas,Google Ads,2921,70,241.33,5,1273.0
2026-06-23,Institucional - Marca,Meta Ads,12334,427,1430.01,5,1352.53
2026-06-23,Institucional - Marca,Google Ads,5306,185,425.63,7,1151.3
2026-06-23,Remarketing - Carrinho Abandonado,Meta Ads,4930,127,203.56,9,3079.67
2026-06-23,Remarketing - Carrinho Abandonado,Google Ads,13514,390,1096.55,5,1014.44
2026-06-23,Lançamento - Coleção Verão,Meta Ads,1966,58,52.2,3,426.31
2026-06-23,Lançamento - Coleção Verão,Google Ads,8480,61,163.48,2,551.37
2026-06-23,Promoção - Frete Grátis,Meta Ads,13151,291,864.48,13,3362.41
2026-06-23,Promoção - Frete Grátis,Google Ads,8064,191,609.7,10,1428.99
2026-06-24,Black Friday - Roupas,Meta Ads,9002,169,587.09,1,130.08
2026-06-24,Black Friday - Roupas,Google Ads,14085,467,1380.79,37,6463.61
2026-06-24,Institucional - Marca,Meta Ads,13745,105,94.66,4,947.22
2026-06-24,Institucional - Marca,Google Ads,2271,78,224.2,3,581.3
2026-06-24,Remarketing - Carrinho Abandonado,Meta Ads,13176,355,287.21,15,2402.86
2026-06-24,Remarketing - Carrinho Abandonado,Google Ads,2533,35,50.08,0,0.0
2026-06-24,Lançamento - Coleção Verão,Meta Ads,8673,55,60.26,2,227.2
2026-06-24,Lançamento - Coleção Verão,Google Ads,10926,366,1069.87,5,963.73
2026-06-24,Promoção - Frete Grátis,Meta Ads,10155,320,775.09,23,7982.84
2026-06-24,Promoção - Frete Grátis,Google Ads,8378,291,414.82,22,5618.9
2026-06-25,Black Friday - Roupas,Meta Ads,9576,286,321.73,3,551.11
2026-06-25,Black Friday - Roupas,Google Ads,1436,15,43.57,0,0.0
2026-06-25,Institucional - Marca,Meta Ads,7714,88,193.54,4,887.03
2026-06-25,Institucional - Marca,Google Ads,10606,179,509.66,10,1215.52
2026-06-25,Remarketing - Carrinho Abandonado,Meta Ads,12947,244,605.59,15,1341.2
2026-06-25,Remarketing - Carrinho Abandonado,Google Ads,5175,115,120.41,8,1213.7
2026-06-25,Lançamento - Coleção Verão,Meta Ads,9679,186,171.09,12,1074.77
2026-06-25,Lançamento - Coleção Verão,Google Ads,14274,351,802.85,5,951.41
2026-06-25,Promoção - Frete Grátis,Meta Ads,1474,7,18.75,0,0.0
2026-06-25,Promoção - Frete Grátis,Google Ads,8728,101,267.12,1,309.83
2026-06-26,Black Friday - Roupas,Meta Ads,11803,371,813.76,27,6324.92
2026-06-26,Black Friday - Roupas,Google Ads,11803,299,695.92,8,2537.84
2026-06-26,Institucional - Marca,Meta Ads,7814,242,353.87,5,616.54
2026-06-26,Institucional - Marca,Google Ads,7424,223,598.35,12,2964.3
2026-06-26,Remarketing - Carrinho Abandonado,Meta Ads,2969,31,98.59,2,411.35
2026-06-26,Remarketing - Carrinho Abandonado,Google Ads,5650,168,192.86,5,1403.74
2026-06-26,Lançamento - Coleção Verão,Meta Ads,4498,22,50.64,1,149.85
2026-06-26,Lançamento - Coleção Verão,Google Ads,10677,145,357.53,11,2756.49
2026-06-26,Promoção - Frete Grátis,Meta Ads,7509,180,406.43,11,1197.73
2026-06-26,Promoção - Frete Grátis,Google Ads,12218,259,880.62,8,2006.46
2026-06-27,Black Friday - Roupas,Meta Ads,9937,274,802.76,6,1728.78
2026-06-27,Black Friday - Roupas,Google Ads,7991,112,303.75,1,237.19
2026-06-27,Institucional - Marca,Meta Ads,3252,21,21.04,1,347.34
2026-06-27,Institucional - Marca,Google Ads,1186,40,112.96,0,0.0
2026-06-27,Remarketing - Carrinho Abandonado,Meta Ads,5626,39,117.71,1,301.07
2026-06-27,Remarketing - Carrinho Abandonado,Google Ads,11198,285,571.12,8,2793.79
2026-06-27,Lançamento - Coleção Verão,Meta Ads,14788,119,369.66,5,1514.99
2026-06-27,Lançamento - Coleção Verão,Google Ads,1598,18,18.4,1,256.72
2026-06-27,Promoção - Frete Grátis,Meta Ads,6158,191,649.54,2,554.89
2026-06-27,Promoção - Frete Grátis,Google Ads,6946,122,307.93,4,616.15
2026-06-28,Black Friday - Roupas,Meta Ads,14198,203,338.2,12,3376.51
2026-06-28,Black Friday - Roupas,Google Ads,10547,327,892.81,16,3317.02
2026-06-28,Institucional - Marca,Meta Ads,4110,139,180.83,9,2607.13
2026-06-28,Institucional - Marca,Google Ads,9282,172,383.9,1,295.14
2026-06-28,Remarketing - Carrinho Abandonado,Meta Ads,6559,39,128.17,2,590.13
2026-06-28,Remarketing - Carrinho Abandonado,Google Ads,3724,18,43.48,0,0.0
2026-06-28,Lançamento - Coleção Verão,Meta Ads,9212,101,214.86,1,237.13
2026-06-28,Lançamento - Coleção Verão,Google Ads,616,13,25.61,1,120.39
2026-06-28,Promoção - Frete Grátis,Meta Ads,12552,90,167.38,3,726.02
2026-06-28,Promoção - Frete Grátis,Google Ads,10259,253,719.55,19,6177.11
2026-06-29,Black Friday - Roupas,Meta Ads,1278,24,26.0,0,0.0
2026-06-29,Black Friday - Roupas,Google Ads,6291,34,71.48,0,0.0
2026-06-29,Institucional - Marca,Meta Ads,9627,50,84.07,2,207.45
2026-06-29,Institucional - Marca,Google Ads,12736,95,287.49,3,500.9
2026-06-29,Remarketing - Carrinho Abandonado,Meta Ads,7514,82,219.07,5,455.6
2026-06-29,Remarketing - Carrinho Abandonado,Google Ads,9119,74,186.36,4,354.11
2026-06-29,Lançamento - Coleção Verão,Meta Ads,7417,174,427.16,5,1662.52
2026-06-29,Lançamento - Coleção Verão,Google Ads,4411,116,343.9,3,900.01
2026-06-29,Promoção - Frete Grátis,Meta Ads,10746,266,609.97,13,3791.25
2026-06-29,Promoção - Frete Grátis,Google Ads,1394,33,73.3,2,204.08
2026-06-30,Black Friday - Roupas,Meta Ads,7679,95,116.92,6,835.13
2026-06-30,Black Friday - Roupas,Google Ads,4138,79,221.95,5,985.43
2026-06-30,Institucional - Marca,Meta Ads,11027,219,503.59,13,1841.88
2026-06-30,Institucional - Marca,Google Ads,9003,308,787.21,7,1845.63
2026-06-30,Remarketing - Carrinho Abandonado,Meta Ads,6736,118,159.26,8,1016.26
2026-06-30,Remarketing - Carrinho Abandonado,Google Ads,14536,389,1091.26,15,2601.04
2026-06-30,Lançamento - Coleção Verão,Meta Ads,10079,282,609.99,13,2844.13
2026-06-30,Lançamento - Coleção Verão,Google Ads,7063,41,76.58,2,482.77
2026-06-30,Promoção - Frete Grátis,Meta Ads,11671,206,318.77,10,3263.38
2026-06-30,Promoção - Frete Grátis,Google Ads,14079,232,477.39,15,2154.96
2026-07-01,Black Friday - Roupas,Meta Ads,13581,359,1168.33,8,1153.09
2026-07-01,Black Friday - Roupas,Google Ads,6977,142,271.96,2,396.07
2026-07-01,Institucional - Marca,Meta Ads,2025,63,126.15,2,353.99
2026-07-01,Institucional - Marca,Google Ads,8821,69,176.69,2,375.48
2026-07-01,Remarketing - Carrinho Abandonado,Meta Ads,9944,52,124.21,2,374.2
2026-07-01,Remarketing - Carrinho Abandonado,Google Ads,7562,140,201.23,2,251.67
2026-07-01,Lançamento - Coleção Verão,Meta Ads,10685,197,513.65,3,604.04
2026-07-01,Lançamento - Coleção Verão,Google Ads,6395,150,406.24,3,375.77
2026-07-01,Promoção - Frete Grátis,Meta Ads,3692,85,149.87,4,1164.33
2026-07-01,Promoção - Frete Grátis,Google Ads,10347,301,716.52,21,2847.12
2026-07-02,Black Friday - Roupas,Meta Ads,1456,8,27.71,0,0.0
2026-07-02,Black Friday - Roupas,Google Ads,781,4,4.52,0,0.0
2026-07-02,Institucional - Marca,Meta Ads,7480,60,142.72,3,561.88
2026-07-02,Institucional - Marca,Google Ads,2789,94,76.45,7,1767.94
2026-07-02,Remarketing - Carrinho Abandonado,Meta Ads,9900,221,328.5,10,1725.16
2026-07-02,Remarketing - Carrinho Abandonado,Google Ads,14105,129,113.64,4,1081.06
2026-07-02,Lançamento - Coleção Verão,Meta Ads,11485,309,382.68,7,1941.27
2026-07-02,Lançamento - Coleção Verão,Google Ads,7312,133,418.15,2,534.02
2026-07-02,Promoção - Frete Grátis,Meta Ads,5738,191,505.15,8,1974.55
2026-07-02,Promoção - Frete Grátis,Google Ads,4219,130,373.75,2,589.58
2026-07-03,Black Friday - Roupas,Meta Ads,14775,373,515.61,20,3726.87
2026-07-03,Black Friday - Roupas,Google Ads,13880,309,538.02,6,1460.03
2026-07-03,Institucional - Marca,Meta Ads,1074,36,68.35,2,582.49
2026-07-03,Institucional - Marca,Google Ads,3730,101,320.37,3,504.9
2026-07-03,Remarketing - Carrinho Abandonado,Meta Ads,10329,187,604.7,13,2153.36
2026-07-03,Remarketing - Carrinho Abandonado,Google Ads,1888,55,61.85,2,163.11
2026-07-03,Lançamento - Coleção Verão,Meta Ads,4226,101,247.1,4,730.85
2026-07-03,Lançamento - Coleção Verão,Google Ads,6092,139,316.0,5,419.8
2026-07-03,Promoção - Frete Grátis,Meta Ads,12030,277,721.36,14,2872.01
2026-07-03,Promoção - Frete Grátis,Google Ads,9718,206,694.01,14,4575.81
2026-07-04,Black Friday - Roupas,Meta Ads,1677,13,15.63,0,0.0
2026-07-04,Black Friday - Roupas,Google Ads,14551,338,968.43,22,6025.65
2026-07-04,Institucional - Marca,Meta Ads,13678,282,851.77,11,3543.24
